url,status_code,redirect_url,error,title,title_length,meta_description,meta_description_length,meta_robots,x_robots_tag,canonical,canonical_matches_url,lang,hreflang_count,h1_count,h1_text,h2_count,word_count,images_total,images_without_alt,schema_types,open_graph_title,open_graph_description,faq_count,tables_count,lists_count,links_internal,links_external,page_speed_hint,scraped_at
https://gastroshows.es/cena-secreta/,200,,,Cena degustación - Gastroshows - experiencias gastronómicas,59,"Preparate para un cena degustación en una noche diferente que rompa con la rutina. Menú de alta cocina, Maridaje de buen vino y muchas sorpresas",144,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/cena-secreta/,SI,es,0,1,Cena clandestina de Barcelona,2,150,10,7,,Cena degustación - Gastroshows - experiencias gastronómicas,"Preparate para un cena degustación en una noche diferente que rompa con la rutina. Menú de alta cocina, Maridaje de buen vino y muchas sorpresas",0,0,2,10,3,322.5 KB,2026-05-12T12:00:02.305266Z
https://gastroshows.es/taller-cocteles-barcelona/,200,,,Taller de cócteles en Barcelona - Una actividad gastronomica única ?,68,En el taller de cócteles en Barcelona os convertiréis en bartenders y descubriréis los secretos de la mixología. Incluye degustación en un ambiente único ✅,155,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/taller-cocteles-barcelona/,SI,es,0,1,TALLER DE CÓCTELES EN BARCELONA,10,733,4,2,,GASTROSHOWS: ACTIVIDADES GASTRONÓMICAS EN BARCELONA,"✅ ¡Elije tu actividad gastronómica! que une alta cocina, música y espectáculo. ¿No sabes que hacer? Ven a nuestro show gastronómico en Barcelona ?",0,0,2,24,2,336.5 KB,2026-05-12T12:00:04.564556Z
https://gastroshows.es/team-building-masterchef/,200,,,Team building masterchef en Barcelona | Gastroshows ®,53,¡El mejor team building en Barcelona es Masterchef! Cocina con tu equipo junto a nuestros chefs y disfruta del concurso y mucho más ¡Infórmate ahora!,149,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/team-building-masterchef/,SI,es,0,1,TEAM BUILDING MASTERCHEF,10,566,6,2,,GASTROSHOWS: ACTIVIDADES GASTRONÓMICAS EN BARCELONA,"✅ ¡Elije tu actividad gastronómica! que une alta cocina, música y espectáculo. ¿No sabes que hacer? Ven a nuestro show gastronómico en Barcelona ?",0,0,2,19,1,333.1 KB,2026-05-12T12:00:07.181033Z
https://gastroshows.es/taller-de-sushi-barcelona/,200,,,Taller de sushi Barcelona para grupos - Reserva ahora | Gastroshows®,68,Reserva tu taller de sushi en Barcelona. Disfruta del curso de cocina japonesa y crea sushi de calidad cocinando con nuestros mejores chefs!,140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/taller-de-sushi-barcelona/,SI,es,0,1,taller de sushi barcelona,12,704,4,2,,GASTROSHOWS: ACTIVIDADES GASTRONÓMICAS EN BARCELONA,"✅ ¡Elije tu actividad gastronómica! que une alta cocina, música y espectáculo. ¿No sabes que hacer? Ven a nuestro show gastronómico en Barcelona ?",0,0,2,15,1,331.3 KB,2026-05-12T12:00:09.554704Z
https://gastroshows.es/potenciador-de-sabor-glutamato/,200,,,Potenciador de Sabor - Glutamato Monosódico | Gastroshows,57,¿Es malo el potenciador de sabor Glutamato Monosódico? Conoce las características y orígenes de los aditivos alimentarios más criticados.,137,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/potenciador-de-sabor-glutamato/,SI,es,0,1,¿Es malo el glutamato monosódico?,6,1301,8,4,,Potenciador de Sabor - Glutamato Monosódico | Gastroshows,¿Es malo el potenciador de sabor Glutamato Monosódico? Conoce las características y orígenes de los aditivos alimentarios más criticados.,0,0,2,16,7,352.7 KB,2026-05-12T12:00:12.145009Z
https://gastroshows.es/cenas-privadas-barcelona/,200,,,Cenas privadas Barcelona con chef privado y cocina en directo,61,"Disfruta de las cenas privadas Barcelona con quién quieras en un espacio exclusivo en Barcelona, con menú degustación y maridaje, showcooking y mucho más!",154,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/cenas-privadas-barcelona/,SI,es,0,1,Cenas privadas Barcelona,11,701,4,1,,Cenas privadas Barcelona con chef privado y cocina en directo,"Disfruta de las cenas privadas Barcelona con quién quieras en un espacio exclusivo en Barcelona, con menú degustación y maridaje, showcooking y mucho más!",0,0,2,17,1,386.2 KB,2026-05-12T12:00:14.801131Z
https://gastroshows.es/receta-de-caballa-marinada/,200,,,"receta de caballa marinada con citricos, muy fresca y sencilla",62,"receta de caballa marinada con citricos de forma facil y rica, aprende a elaborarla, A demas, te ensañamos la receta con un video expres.",137,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/receta-de-caballa-marinada/,SI,es,0,2,Receta de caballa marinada con cítricos | 2 Comentarios,8,583,12,4,,"receta de caballa marinada con citricos, muy fresca y sencilla","receta de caballa marinada con citricos de forma facil y rica, aprende a elaborarla, A demas, te ensañamos la receta con un video expres.",0,0,4,22,4,363.4 KB,2026-05-12T12:00:17.350251Z
https://gastroshows.es/regalos-originales-barcelona-experiencias/,200,,,Regalos originales en Barcelona 2025 | Experiencia única,56,"¿Buscas regalos originales en Barcelona? Descubre experiencias únicas para sorprender en aniversarios, cumpleaños o sin motivo. ¡Inspírate!",139,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/regalos-originales-barcelona-experiencias/,SI,es,0,2,Regalos originales en Barcelona: experiencias que no se pueden envolver | Regalos originales en Barcelona,2,534,8,4,,Regalos originales en Barcelona 2025 | Experiencia única,"¿Buscas regalos originales en Barcelona? Descubre experiencias únicas para sorprender en aniversarios, cumpleaños o sin motivo. ¡Inspírate!",0,0,9,23,5,288.8 KB,2026-05-12T12:00:19.955821Z
https://gastroshows.es/las-mejores-cenas-clandestinas-de-barcelona/,200,,,Las mejores cenas clandestinas de Barcelona,43,"En este post encontrarás las mejores cenas clandestinas de Barcelona que no te puedes perder, ¡echa un vistazo!",111,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/las-mejores-cenas-clandestinas-de-barcelona/,SI,es,0,1,LAs mejores CENAS CLANDESTINAS Barcelona,8,1157,17,8,,Las mejores cenas clandestinas de Barcelona,"En este post encontrarás las mejores cenas clandestinas de Barcelona que no te puedes perder, ¡echa un vistazo!",0,0,2,26,20,368.3 KB,2026-05-12T12:00:22.365909Z
https://gastroshows.es/clandestine-dinner-barcelona/,200,,,Clandestine dinner in Barcelona. Discover a new experience,58,Clandestine dinner in Barcelona! ✅ You will have to solve riddles and clues to get there. Teamwork will be the key to success,125,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/clandestine-dinner-barcelona/,SI,es,0,1,The clandestine dinner,10,1105,7,6,,GASTROSHOWS: GASTRONOMIC ACTIVITIES IN BARCELONA,"✅ Choose your gastronomic activity! combining haute cuisine, music and entertainment. Don't know what to do? Come to our gastronomic show in Barcelona ?",0,0,3,21,4,393.1 KB,2026-05-12T12:00:24.960950Z
https://gastroshows.es/la-merce-2025-barcelona-guia-completa/,200,,,La Mercè 2025 en Barcelona: guía completa de la fiesta mayor,60,"En este post encontrarás la uía completa de la fiesta mayor de Barcelona: La Mercè 2025, ¡echa un vistazo!",106,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/la-merce-2025-barcelona-guia-completa/,SI,es,0,1,La Mercè 2025 en Barcelona: guía completa de la fiesta mayor,11,972,17,8,,La Mercè 2025 en Barcelona: guía completa de la fiesta mayor,"En este post encontrarás la uía completa de la fiesta mayor de Barcelona: La Mercè 2025, ¡echa un vistazo!",0,0,6,26,8,370.7 KB,2026-05-12T12:00:27.440089Z
https://gastroshows.es/las-mejores-terrazas-de-barcelona/,200,,,Las mejores terrazas de Barcelona - Parada obligatoria,54,"En este post encontrarás las mejores terrazas de Barcelona con un ambiente inigualable. Además, puedes ir cualquier día del año!",128,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/las-mejores-terrazas-de-barcelona/,SI,es,0,1,Las mejores terrazas de Barcelona,7,828,11,9,,Las mejores terrazas de Barcelona - Parada obligatoria,"En este post encontrarás las mejores terrazas de Barcelona con un ambiente inigualable. Además, puedes ir cualquier día del año!",0,0,2,13,19,292.9 KB,2026-05-12T12:00:30.043853Z
https://gastroshows.es/sushi-workshop-barcelona/,200,,,Sushi workshop Barcelona for groups - Book now | Gastroshows®.,62,Book your sushi workshop in Barcelona. Enjoy the Japanese cooking course and create quality sushi cooking with our best chefs!,126,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/sushi-workshop-barcelona/,NO,es,0,1,sushi workshop barcelona,12,766,7,5,,GASTROSHOWS: GASTRONOMIC ACTIVITIES IN BARCELONA,"✅ Choose your gastronomic activity! combining haute cuisine, music and entertainment. Don't know what to do? Come to our gastronomic show in Barcelona ?",0,0,2,17,2,368.3 KB,2026-05-12T12:00:32.387274Z
https://gastroshows.es/mejores-menus-del-dia-de-barcelona/,200,,,Cuatro menús del día de Barcelona con la mejor calidad precio,61,"En este post encontrarás cuatro menús del día con mejor relación calidad precio. Dónde comer bien de precio al mediodía, ¡echa un vistazo!",138,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/mejores-menus-del-dia-de-barcelona/,SI,es,0,1,Los cuatro menús del día de barcelona con mejor calidad precio,9,1089,16,6,,Cuatro menús del día de Barcelona con la mejor calidad precio,"En este post encontrarás cuatro menús del día con mejor relación calidad precio. Dónde comer bien de precio al mediodía, ¡echa un vistazo!",0,0,2,24,16,368.2 KB,2026-05-12T12:00:35.054942Z
https://gastroshows.es/gift-card/,200,,,"Gastronomic experience in Barcelona as a gift, live it in Gastroshows ®.",72,"A unique and original gastronomic experience in Barcelona where gastronomy, wine pairing and many surprises come together. A dinner to remember!",144,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/gift-card/,NO,es,0,1,GASTRONOMIC EXPERIENCE GIFT,13,653,7,5,,GASTROSHOWS: Give the gift of a unique gastronomic experience.,"✅ gives the gift of a clandestine dinner combining haute cuisine, music and entertainment. Don't know what to do? Come to our gastronomic show in Barcelona ?",0,0,2,18,4,310.8 KB,2026-05-12T12:00:37.608693Z
https://gastroshows.es/estopa-piromusical-barcelona-merce-2025/,200,,,Estopa pondrá banda sonora al Piromusical de la Mercè 2025,58,"Estopa pondrá banda sonora al Piromusical de la Mercè 2025, no te pierdas los detalles de este evento, ¡echa un vistazo!",120,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/estopa-piromusical-barcelona-merce-2025/,SI,es,0,1,Estopa pondrá banda sonora al Piromusical de la Mercè 2025,7,596,13,5,,Estopa pondrá banda sonora al Piromusical de la Mercè 2025,"Estopa pondrá banda sonora al Piromusical de la Mercè 2025, no te pierdas los detalles de este evento, ¡echa un vistazo!",0,0,2,25,5,359.1 KB,2026-05-12T12:00:40.103436Z
https://gastroshows.es/cosas-que-hacer-con-tu-pareja-en-casa/,200,,,Cosas que hacer con tu pareja en casa divertidas. ¡5 planes geniales!,69,En este post encontrarás 5 planes de cosas que hacer con tu pareja en casa. Todos diferentes y muy divertidos. ¡Pasarlo bien con tu pareja en casa es fácil!,156,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/cosas-que-hacer-con-tu-pareja-en-casa/,SI,es,0,1,Cosas que hacer con tu pareja en casa,10,1247,14,8,,Cosas que hacer con tu pareja en casa divertidas. ¡5 planes geniales!,En este post encontrarás 5 planes de cosas que hacer con tu pareja en casa. Todos diferentes y muy divertidos. ¡Pasarlo bien con tu pareja en casa es fácil!,0,0,2,24,6,357.5 KB,2026-05-12T12:00:42.629319Z
https://gastroshows.es/the-best-tasting-menus-for-gift-giving/,200,,,The best tasting menus to give as a gift in Barcelona,53,In this post you will find the best tasting menus to give as a gift in Barcelona that will make you succeed. Sharing is living. Take a look!,140,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/the-best-tasting-menus-for-gift-giving/,NO,es,0,1,THE BEST TASTING MENUS FOR GIFT GIVING,8,949,14,7,,The best tasting menus to give as a gift in Barcelona,In this post you will find the best tasting menus to give as a gift in Barcelona that will make you succeed. Sharing is living. Take a look!,0,0,2,28,13,358.1 KB,2026-05-12T12:00:45.239549Z
https://gastroshows.es/the-best-cocktail-bars-in-barcelona-2/,200,,,The best beach restaurants in Barcelona. Mandatory stop,55,"In this post you will find the best restaurants on the beach in Barcelona that you can not miss, take a look and enjoy the sun!",127,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/en/the-best-cocktail-bars-in-barcelona-2/,NO,es,0,1,The best beach restaurants in barcelona,7,1005,16,7,,The best beach restaurants in Barcelona. Mandatory stop,"In this post you will find the best restaurants on the beach in Barcelona that you can not miss, take a look and enjoy the sun!",0,0,2,22,17,364.9 KB,2026-05-12T12:00:47.695827Z
https://gastroshows.es/cena-creativa-en-casa/,200,,,Cena creativa en casa - Gastroshows®,36,"Relájate y prepara una noche diferente que rompa con la rutina. Menú de alta cocina. Elige un buen vino, relájate y disfruta. ponemos la gastronomica, tu...",156,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",,https://gastroshows.es/cena-creativa-en-casa/,SI,es,0,1,CENA DEGUSTACIÓN EN CASA,6,241,1,0,,Cena creativa en casa - Gastroshows®,"Relájate y prepara una noche diferente que rompa con la rutina. Menú de alta cocina. Elige un buen vino, relájate y disfruta. ponemos la gastronomica, tu...",0,0,0,0,1,262.0 KB,2026-05-12T12:00:50.206319Z
